residence,origin
Republic of Moldova,Yemen
Republic of Moldova,Zimbabwe
Romania,Afghanistan
Romania,Algeria
Romania,Bangladesh
Romania,Belarus
Romania,Cameroon
Romania,China
Romania,Colombia
Romania,Congo
Romania,Côte d'Ivoire
Romania,Cuba
Romania,Democratic Republic of the Congo
Romania,Djibouti
Romania,Ecuador
Romania,Egypt
Romania,Eritrea
Romania,Ethiopia
Romania,Georgia
Romania,Guinea
Romania,Iran (Islamic Republic of)
Romania,Iraq
Romania,Jordan
Romania,Kenya
Romania,Lebanon
Romania,Liberia
Romania,Mauritania
Romania,Morocco
Romania,Myanmar
Romania,Nigeria
Romania,Pakistan
Romania,Palestinian
Romania,Republic of Moldova
Romania,Russian Federation
Romania,Rwanda
Romania,Senegal
Romania,Serbia (and Kosovo: S/RES/1244 (1999))
Romania,Somalia
Romania,South Africa
Romania,Sri Lanka
Romania,Stateless
Romania,Sudan
Romania,Syrian Arab Republic
Romania,Tunisia
Romania,Turkey
Romania,Uzbekistan
Romania,Yemen
Russian Federation,Afghanistan
Russian Federation,Angola
Russian Federation,Azerbaijan
Russian Federation,Bangladesh
Russian Federation,Belarus
Russian Federation,China
Russian Federation,Congo
Russian Federation,Cuba
Russian Federation,Democratic People's Republic of Korea
Russian Federation,Democratic Republic of the Congo
Russian Federation,Egypt
Russian Federation,Eritrea
Russian Federation,Estonia
Russian Federation,Ethiopia
Russian Federation,Georgia
Russian Federation,Guinea
Russian Federation,India
Russian Federation,Iran (Islamic Republic of)
Russian Federation,Iraq
Russian Federation,Kazakhstan
Russian Federation,Kuwait
Russian Federation,Kyrgyzstan
Russian Federation,Latvia
Russian Federation,Lebanon
Russian Federation,Liberia
Russian Federation,Mozambique
Russian Federation,Pakistan
Russian Federation,Palestinian
Russian Federation,Portugal
Russian Federation,Republic of Moldova
Russian Federation,Rwanda
Russian Federation,Serbia (and Kosovo: S/RES/1244 (1999))
Russian Federation,Somalia
Russian Federation,Sri Lanka
Russian Federation,Sudan
Russian Federation,Syrian Arab Republic
Russian Federation,Tajikistan
Russian Federation,Turkmenistan
Russian Federation,Uganda
Russian Federation,Ukraine
Russian Federation,United Republic of Tanzania
Russian Federation,United States of America
Russian Federation,Uzbekistan
Russian Federation,Various
Rwanda,Angola
Rwanda,Burundi
Rwanda,Chad
Rwanda,Democratic Republic of the Congo
Rwanda,Eritrea
Rwanda,Ethiopia
Rwanda,Somalia
Rwanda,Uganda
Saint Lucia,Sri Lanka
Saudi Arabia,Chad
Saudi Arabia,China
Saudi Arabia,Eritrea
Saudi Arabia,Ethiopia
Saudi Arabia,Iraq
Saudi Arabia,Liberia
Saudi Arabia,Myanmar
Saudi Arabia,Palestinian
Saudi Arabia,Russian Federation
Saudi Arabia,Somalia
Saudi Arabia,Sudan
Saudi Arabia,Syrian Arab Republic
Saudi Arabia,Tunisia
Saudi Arabia,Uzbekistan
Senegal,Algeria
Senegal,Angola
Senegal,Burundi
Senegal,Cameroon
Senegal,Chad
Senegal,Congo
Senegal,Côte d'Ivoire
Senegal,Democratic Republic of the Congo
Senegal,Ethiopia
Senegal,Gambia
Senegal,Ghana
Senegal,Guinea
Senegal,Liberia
Senegal,Mauritania
Senegal,Nigeria
Senegal,Rwanda
Senegal,Somalia
Senegal,Togo
Serbia (and Kosovo: S/RES/1244 (1999)),Bosnia and Herzegovina
Serbia (and Kosovo: S/RES/1244 (1999)),Cameroon
Serbia (and Kosovo: S/RES/1244 (1999)),Croatia
Serbia (and Kosovo: S/RES/1244 (1999)),Cuba
Serbia (and Kosovo: S/RES/1244 (1999)),Iraq
Serbia (and Kosovo: S/RES/1244 (1999)),Somalia
Sierra Leone,Chad
Sierra Leone,Côte d'Ivoire
Sierra Leone,Liberia
Sierra Leone,Sudan
Singapore,China
Singapore,Myanmar
Sint Maarten (Dutch part),Iran (Islamic Republic of)
Slovakia,Afghanistan
Slovakia,Algeria
Slovakia,Angola
Slovakia,Armenia
Slovakia,Bangladesh
Slovakia,Benin
Slovakia,Bosnia and Herzegovina
Slovakia,Burundi
Slovakia,Cameroon
Slovakia,China
Slovakia,Congo
Slovakia,Côte d'Ivoire
Slovakia,Cuba
Slovakia,Democratic Republic of the Congo
Slovakia,Egypt
Slovakia,Eritrea
Slovakia,Iran (Islamic Republic of)
Slovakia,Iraq
Slovakia,Kuwait
Slovakia,Libya
Slovakia,Nigeria
Slovakia,Pakistan
Slovakia,Palestinian
Slovakia,Russian Federation
Slovakia,Senegal
Slovakia,Serbia (and Kosovo: S/RES/1244 (1999))
Slovakia,Somalia
Slovakia,Stateless
Slovakia,Sudan
Slovakia,Syrian Arab Republic
Slovakia,Turkey
Slovakia,Ukraine
Slovakia,Viet Nam
Slovakia,Yemen
Slovenia,Afghanistan
Slovenia,Bosnia and Herzegovina
Slovenia,Cameroon
Slovenia,Democratic Republic of the Congo
Slovenia,Eritrea
Slovenia,Iran (Islamic Republic of)
Slovenia,Iraq
Slovenia,Kazakhstan
Slovenia,Nigeria
Slovenia,Russian Federation
Slovenia,Serbia (and Kosovo: S/RES/1244 (1999))
Slovenia,Sierra Leone
Slovenia,Somalia
Slovenia,Sri Lanka
Slovenia,Sudan
Slovenia,Syrian Arab Republic
Slovenia,Turkey
Slovenia,Uzbekistan
Slovenia,Yemen
Slovenia,Zimbabwe
Somalia,Bangladesh
Somalia,Democratic Republic of the Congo
Somalia,Eritrea
Somalia,Ethiopia
Somalia,Sudan
Somalia,Uganda
Somalia,United Republic of Tanzania
Somalia,Yemen
Somalia,Various
South Africa,Afghanistan
South Africa,Angola
South Africa,Bahamas
South Africa,Bangladesh
South Africa,Bosnia and Herzegovina
South Africa,Burundi
South Africa,Cameroon
South Africa,Congo
South Africa,Côte d'Ivoire
South Africa,Democratic Republic of the Congo
South Africa,Egypt
South Africa,Eritrea
South Africa,Estonia
South Africa,Ethiopia
South Africa,Ghana
South Africa,India
South Africa,Iraq
South Africa,Kenya
South Africa,Kyrgyzstan
South Africa,Lesotho
South Africa,Liberia
South Africa,Malawi
South Africa,Morocco
South Africa,Myanmar
South Africa,Nigeria
South Africa,Pakistan
South Africa,Palestinian
South Africa,Poland
South Africa,Rwanda
South Africa,Senegal
South Africa,Serbia (and Kosovo: S/RES/1244 (1999))
South Africa,Sierra Leone
South Africa,Solomon Islands
South Africa,Somalia
South Africa,Sri Lanka
South Africa,Sudan
South Africa,Swaziland
South Africa,Syrian Arab Republic
South Africa,Uganda
South Africa,United Republic of Tanzania
South Africa,Yemen
South Africa,Zambia
South Africa,Zimbabwe
South Africa,Various
South Sudan,Central African Republic
South Sudan,Democratic Republic of the Congo
South Sudan,Ethiopia
South Sudan,Sudan
Spain,Afghanistan
Spain,Albania
Spain,Algeria
Spain,Angola
Spain,Armenia
Spain,Azerbaijan
Spain,Bangladesh
Spain,Belarus
Spain,Bhutan
Spain,Bolivia (Plurinational State of)
Spain,Bosnia and Herzegovina
Spain,Bulgaria
Spain,Burkina Faso
Spain,Burundi
Spain,Cameroon
Spain,Central African Republic
Spain,China
Spain,Colombia
Spain,Congo
Spain,Côte d'Ivoire
Spain,Cuba
Spain,Democratic People's Republic of Korea
Spain,Democratic Republic of the Congo
Spain,Ecuador
Spain,Egypt
Spain,El Salvador
Spain,Equatorial Guinea
Spain,Eritrea
Spain,Ethiopia
Spain,Gabon
Spain,Gambia
Spain,Georgia
Spain,Ghana
Spain,Guatemala
Spain,Guinea
Spain,Haiti
Spain,Honduras
Spain,India
Spain,Iran (Islamic Republic of)
Spain,Iraq
Spain,Israel
Spain,Jordan
Spain,Kazakhstan
Spain,Kyrgyzstan
Spain,Lebanon
Spain,Liberia
Spain,Mali
Spain,Mauritania
Spain,Mauritius
Spain,Mexico
Spain,Morocco
Spain,Mozambique
Spain,Myanmar
Spain,Nepal
Spain,Nicaragua
Spain,Nigeria
Spain,Pakistan
Spain,Palestinian
Spain,Peru
Spain,Republic of Moldova
Spain,Romania
Spain,Russian Federation
Spain,Rwanda
Spain,Senegal
Spain,Serbia (and Kosovo: S/RES/1244 (1999))
Spain,Sierra Leone
Spain,Somalia
Spain,Sri Lanka
Spain,Stateless
Spain,Sudan
Spain,Syrian Arab Republic
Spain,Togo
Spain,Tunisia
Spain,Turkey
Spain,Ukraine
Spain,Uzbekistan
Spain,Venezuela (Bolivarian Republic of)
Spain,Viet Nam
Spain,Western Sahara
Spain,Yemen
Spain,Zimbabwe
Spain,Various
Sri Lanka,Afghanistan
Sri Lanka,Pakistan
Sri Lanka,Syrian Arab Republic
Sudan,Algeria
Sudan,Burundi
Sudan,Central African Republic
Sudan,Chad
Sudan,Congo
Sudan,Democratic Republic of the Congo
Sudan,Egypt
Sudan,Eritrea
Sudan,Ethiopia
Sudan,Gambia
Sudan,Guinea
Sudan,Iraq
Sudan,Kenya
Sudan,Libya
Sudan,Palestinian
Sudan,Somalia
Sudan,Tunisia
Sudan,Uganda
Sudan,United Republic of Tanzania
Sudan,Zimbabwe
Sudan,Various
Swaziland,Angola
Swaziland,Bulgaria
Swaziland,Burundi
Swaziland,Cameroon
Swaziland,Côte d'Ivoire
Swaziland,Democratic Republic of the Congo
Swaziland,Ethiopia
Swaziland,Guinea
Swaziland,Kenya
Swaziland,Liberia
Swaziland,Rwanda
Swaziland,Somalia
Swaziland,South Africa
Swaziland,Sri Lanka
Swaziland,Uganda
Swaziland,United Republic of Tanzania
Swaziland,Zimbabwe
Sweden,Afghanistan
Sweden,Albania
Sweden,Algeria
Sweden,Angola
Sweden,Argentina
Sweden,Armenia
Sweden,Australia
Sweden,Azerbaijan
Sweden,Bahrain
Sweden,Bangladesh
Sweden,Belarus
Sweden,Belgium
Sweden,Benin
Sweden,Bhutan
Sweden,Bolivia (Plurinational State of)
Sweden,Bosnia and Herzegovina
Sweden,Brazil
Sweden,Bulgaria
Sweden,Burkina Faso
Sweden,Burundi
Sweden,Cambodia
Sweden,Cameroon
Sweden,Chad
Sweden,Chile
Sweden,China
Sweden,Colombia
Sweden,Congo
Sweden,Côte d'Ivoire
Sweden,Croatia
Sweden,Cuba
Sweden,Czech Republic
Sweden,Democratic People's Republic of Korea
Sweden,Democratic Republic of the Congo
Sweden,Denmark
Sweden,Djibouti
Sweden,Ecuador
Sweden,Egypt
Sweden,El Salvador
Sweden,Equatorial Guinea
Sweden,Eritrea
Sweden,Estonia
Sweden,Ethiopia
Sweden,France
Sweden,Gambia
Sweden,Georgia
Sweden,Germany
Sweden,Ghana
Sweden,Greece
Sweden,Guatemala
Sweden,Guinea
Sweden,Guinea-Bissau
Sweden,Haiti
Sweden,Honduras
Sweden,Hungary
Sweden,India
Sweden,Indonesia
Sweden,Iran (Islamic Republic of)
Sweden,Iraq
Sweden,Israel
Sweden,Italy
Sweden,Jordan
Sweden,Kazakhstan
Sweden,Kenya
Sweden,Kiribati
Sweden,Kuwait
Sweden,Kyrgyzstan
Sweden,Lao People's Democratic Republic
Sweden,Latvia
Sweden,Lebanon
Sweden,Liberia
Sweden,Libya
Sweden,Lithuania
Sweden,Malaysia
Sweden,Mali
Sweden,Mauritania
Sweden,Mongolia
Sweden,Montenegro
Sweden,Morocco
Sweden,Myanmar
Sweden,Nepal
Sweden,Netherlands
Sweden,Nicaragua
Sweden,Niger
Sweden,Nigeria
Sweden,Norway
Sweden,Pakistan
Sweden,Peru
Sweden,Philippines
Sweden,Poland
Sweden,Republic of Korea
Sweden,Republic of Moldova
Sweden,Romania
Sweden,Russian Federation
Sweden,Rwanda
Sweden,Saudi Arabia
Sweden,Senegal
Sweden,Serbia (and Kosovo: S/RES/1244 (1999))
Sweden,Sierra Leone
Sweden,Singapore
Sweden,Slovakia
Sweden,Slovenia
Sweden,Somalia
Sweden,South Africa
Sweden,Spain
Sweden,Sri Lanka
Sweden,Stateless
Sweden,Sudan
Sweden,Syrian Arab Republic
Sweden,Tajikistan
Sweden,Thailand
Sweden,The former Yugoslav Republic of Macedonia
Sweden,Togo
Sweden,Tunisia
Sweden,Turkey
Sweden,Turkmenistan
Sweden,Uganda
Sweden,Ukraine
Sweden,United Kingdom of Great Britain and Northern Ireland
Sweden,United Republic of Tanzania
Sweden,United States of America
Sweden,Uruguay
Sweden,Uzbekistan
Sweden,Venezuela (Bolivarian Republic of)
Sweden,Viet Nam
Sweden,Yemen
Sweden,Zambia
Sweden,Zimbabwe
Sweden,Various
Switzerland,Afghanistan
Switzerland,Albania
Switzerland,Algeria
Switzerland,Angola
Switzerland,Argentina
Switzerland,Armenia
Switzerland,Austria
Switzerland,Azerbaijan
Switzerland,Bahrain
Switzerland,Bangladesh
Switzerland,Belarus
Switzerland,Benin
Switzerland,Bhutan
Switzerland,Bolivia (Plurinational State of)
Switzerland,Bosnia and Herzegovina
Switzerland,Brazil
Switzerland,Bulgaria
Switzerland,Burkina Faso
Switzerland,Burundi
Switzerland,Cambodia
Switzerland,Cameroon
Switzerland,Canada
Switzerland,Cape Verde
Switzerland,Central African Republic
Switzerland,Chad
Switzerland,Chile
Switzerland,China
Switzerland,Colombia
Switzerland,Congo
Switzerland,Côte d'Ivoire
Switzerland,Croatia
Switzerland,Cuba
Switzerland,Czech Republic
Switzerland,Democratic People's Republic of Korea
Switzerland,Democratic Republic of the Congo
Switzerland,Djibouti
Switzerland,Dominican Republic
Switzerland,Ecuador
Switzerland,Egypt
Switzerland,Eritrea
Switzerland,Ethiopia
Switzerland,France
Switzerland,Gabon
Switzerland,Gambia
Switzerland,Georgia
Switzerland,Germany
Switzerland,Ghana
Switzerland,Guinea
Switzerland,Guinea-Bissau
Switzerland,Haiti
Switzerland,Hungary
Switzerland,India
Switzerland,Iran (Islamic Republic of)
Switzerland,Iraq
Switzerland,Israel
Switzerland,Italy
Switzerland,Jordan
Switzerland,Kazakhstan
Switzerland,Kenya
Switzerland,Kyrgyzstan
Switzerland,Lao People's Democratic Republic
Switzerland,Latvia
Switzerland,Lebanon
Switzerland,Liberia
Switzerland,Libya
Switzerland,Madagascar
Switzerland,Malaysia
Switzerland,Mali
Switzerland,Mauritania
Switzerland,Mexico
Switzerland,Mongolia
Switzerland,Montenegro
Switzerland,Morocco
Switzerland,Myanmar
Switzerland,Nepal
Switzerland,Niger
Switzerland,Nigeria
Switzerland,Pakistan
Switzerland,Palestinian
Switzerland,Paraguay
Switzerland,Peru
Switzerland,Philippines
Switzerland,Poland
Switzerland,Portugal
Switzerland,Republic of Moldova
Switzerland,Romania
Switzerland,Russian Federation
Switzerland,Rwanda
Switzerland,Saudi Arabia
Switzerland,Senegal
Switzerland,Serbia (and Kosovo: S/RES/1244 (1999))
Switzerland,Sierra Leone
Switzerland,Slovakia
Switzerland,Somalia
Switzerland,South Africa
Switzerland,Spain
Switzerland,Sri Lanka
Switzerland,Stateless
Switzerland,Sudan
Switzerland,Syrian Arab Republic
Switzerland,Tajikistan
Switzerland,The former Yugoslav Republic of Macedonia
Switzerland,Togo
Switzerland,Tunisia
Switzerland,Turkey
Switzerland,Turkmenistan
Switzerland,Uganda
Switzerland,Ukraine
Switzerland,United Republic of Tanzania
Switzerland,United States of America
Switzerland,Uzbekistan
Switzerland,Venezuela (Bolivarian Republic of)
Switzerland,Viet Nam
Switzerland,Western Sahara
Switzerland,Yemen
Switzerland,Zimbabwe
Switzerland,Various
Syrian Arab Republic,Afghanistan
Syrian Arab Republic,Algeria
Syrian Arab Republic,Bahrain
Syrian Arab Republic,Bulgaria
Syrian Arab Republic,Burkina Faso
Syrian Arab Republic,Burundi
Syrian Arab Republic,Chad
Syrian Arab Republic,Congo
Syrian Arab Republic,Côte d'Ivoire
Syrian Arab Republic,Democratic Republic of the Congo
Syrian Arab Republic,Egypt
Syrian Arab Republic,Eritrea
Syrian Arab Republic,Ethiopia
Syrian Arab Republic,India
Syrian Arab Republic,Iran (Islamic Republic of)
Syrian Arab Republic,Iraq
Syrian Arab Republic,Jordan
Syrian Arab Republic,Kuwait
Syrian Arab Republic,Lebanon
Syrian Arab Republic,Libya
Syrian Arab Republic,Mauritania
Syrian Arab Republic,Morocco
Syrian Arab Republic,Netherlands
Syrian Arab Republic,Pakistan
Syrian Arab Republic,Palestinian
Syrian Arab Republic,Russian Federation
Syrian Arab Republic,Saudi Arabia
Syrian Arab Republic,Sierra Leone
Syrian Arab Republic,Somalia
Syrian Arab Republic,South Sudan
Syrian Arab Republic,Stateless
Syrian Arab Republic,Sudan
Syrian Arab Republic,Tunisia
Syrian Arab Republic,Turkey
Syrian Arab Republic,Uzbekistan
Syrian Arab Republic,Yemen
Tajikistan,Afghanistan
Tajikistan,Iraq
Tajikistan,Kyrgyzstan
Tajikistan,Uzbekistan
Thailand,Cambodia
Thailand,China
Thailand,Côte d'Ivoire
Thailand,Democratic Republic of the Congo
Thailand,Egypt
Thailand,Guinea
Thailand,Iran (Islamic Republic of)
Thailand,Iraq
Thailand,Lao People's Democratic Republic
Thailand,Liberia
Thailand,Myanmar
Thailand,Nepal
Thailand,Pakistan
Thailand,Palestinian
Thailand,Rwanda
Thailand,Saudi Arabia
Thailand,Somalia
Thailand,Sri Lanka
Thailand,Stateless
Thailand,Sudan
Thailand,Syrian Arab Republic
Thailand,Togo
Thailand,Turkey
Thailand,Uzbekistan
Thailand,Viet Nam
Thailand,Yemen
Thailand,Zimbabwe
The former Yugoslav Republic of Macedonia,Bosnia and Herzegovina
The former Yugoslav Republic of Macedonia,Palestinian
The former Yugoslav Republic of Macedonia,Serbia (and Kosovo: S/RES/1244 (1999))
Togo,Benin
Togo,Burundi
Togo,Central African Republic
Togo,Chad
Togo,Congo
Togo,Côte d'Ivoire
Togo,Democratic Republic of the Congo
Togo,Ghana
Togo,Iraq
Togo,Mali
Togo,Nigeria
Togo,Rwanda
Togo,Serbia (and Kosovo: S/RES/1244 (1999))
Togo,Somalia
Togo,Sri Lanka
Togo,Sudan
Togo,Syrian Arab Republic
Tonga,Democratic Republic of the Congo
Tonga,Stateless
Trinidad and Tobago,Bangladesh
Trinidad and Tobago,Cameroon
Trinidad and Tobago,Colombia
Trinidad and Tobago,Côte d'Ivoire
Trinidad and Tobago,Democratic Republic of the Congo
Trinidad and Tobago,Gambia
Trinidad and Tobago,Kenya
Trinidad and Tobago,Liberia
Trinidad and Tobago,Sri Lanka
Tunisia,Algeria
Tunisia,Bulgaria
Tunisia,Burundi
Tunisia,Cameroon
Tunisia,Central African Republic
Tunisia,Chad
Tunisia,Côte d'Ivoire
Tunisia,Democratic Republic of the Congo
Tunisia,Eritrea
Tunisia,Ethiopia
Tunisia,Guinea
Tunisia,India
Tunisia,Iran (Islamic Republic of)
Tunisia,Iraq
Tunisia,Mali
Tunisia,Morocco
Tunisia,Oman
Tunisia,Pakistan
Tunisia,Palestinian
Tunisia,Poland
Tunisia,Rwanda
Tunisia,Senegal
Tunisia,Somalia
Tunisia,Sudan
Tunisia,Syrian Arab Republic
Turkey,Afghanistan
Turkey,Algeria
Turkey,Azerbaijan
Turkey,Cameroon
Turkey,Central African Republic
Turkey,Chad
Turkey,China
Turkey,Congo
Turkey,Côte d'Ivoire
Turkey,Cuba
Turkey,Democratic Republic of the Congo
Turkey,Egypt
Turkey,Eritrea
Turkey,Ethiopia
Turkey,Guinea
Turkey,Iran (Islamic Republic of)
Turkey,Iraq
Turkey,Jordan
Turkey,Kazakhstan
Turkey,Kyrgyzstan
Turkey,Lebanon
Turkey,Liberia
Turkey,Mauritania
Turkey,Morocco
Turkey,Nigeria
Turkey,Pakistan
Turkey,Palestinian
Turkey,Philippines
Turkey,Russian Federation
Turkey,Rwanda
Turkey,Saudi Arabia
Turkey,Sierra Leone
Turkey,Somalia
Turkey,Sri Lanka
Turkey,Stateless
Turkey,Sudan
Turkey,Syrian Arab Republic
Turkey,Togo
Turkey,Tunisia
Turkey,Turkmenistan
Turkey,Uganda
Turkey,United Arab Emirates
Turkey,Uzbekistan
Turkey,Yemen
Turkmenistan,Afghanistan
Turkmenistan,Armenia
Turkmenistan,Azerbaijan
Turkmenistan,Russian Federation
Uganda,Burundi
Uganda,Cameroon
Uganda,Canada
Uganda,Central African Republic
Uganda,Chad
Uganda,Comoros
Uganda,Democratic Republic of the Congo
Uganda,Egypt
Uganda,Eritrea
Uganda,Ethiopia
Uganda,Iran (Islamic Republic of)
Uganda,Kenya
Uganda,Liberia
Uganda,Libya
Uganda,Malawi
Uganda,Pakistan
Uganda,Rwanda
Uganda,Sierra Leone
Uganda,Somalia
Uganda,South Sudan
Uganda,Sudan
Uganda,United Republic of Tanzania
Ukraine,Afghanistan
Ukraine,Algeria
Ukraine,Angola
Ukraine,Armenia
Ukraine,Azerbaijan
Ukraine,Bangladesh
Ukraine,Belarus
Ukraine,Bosnia and Herzegovina
Ukraine,Burkina Faso
Ukraine,Burundi
Ukraine,Cameroon
Ukraine,Chad
Ukraine,China
Ukraine,Congo
Ukraine,Côte d'Ivoire
Ukraine,Democratic Republic of the Congo
Ukraine,Egypt
Ukraine,Eritrea
Ukraine,Ethiopia
Ukraine,Georgia
Ukraine,Guinea
Ukraine,Guinea-Bissau
Ukraine,India
Ukraine,Iran (Islamic Republic of)
Ukraine,Iraq
Ukraine,Jordan
Ukraine,Kazakhstan
Ukraine,Kyrgyzstan
Ukraine,Lebanon
Ukraine,Liberia
Ukraine,Libya
Ukraine,Madagascar
Ukraine,Mali
Ukraine,Mozambique
Ukraine,Nepal
Ukraine,Nigeria
Ukraine,Pakistan
Ukraine,Palestinian
Ukraine,Russian Federation
Ukraine,Rwanda
Ukraine,Saudi Arabia
Ukraine,Serbia (and Kosovo: S/RES/1244 (1999))
Ukraine,Sierra Leone
Ukraine,Somalia
Ukraine,Sri Lanka
Ukraine,Stateless
Ukraine,Sudan
Ukraine,Syrian Arab Republic
Ukraine,Tajikistan
Ukraine,Tonga
Ukraine,Turkey
Ukraine,Turkmenistan
Ukraine,Uganda
Ukraine,Uzbekistan
Ukraine,Viet Nam
Ukraine,Zimbabwe
United Arab Emirates,Afghanistan
United Arab Emirates,Iran (Islamic Republic of)
United Arab Emirates,Iraq
United Arab Emirates,Pakistan
United Arab Emirates,Somalia
United Arab Emirates,Sri Lanka
United Arab Emirates,Sudan
United Arab Emirates,Syrian Arab Republic
United Kingdom of Great Britain and Northern Ireland,Afghanistan
United Kingdom of Great Britain and Northern Ireland,Albania
United Kingdom of Great Britain and Northern Ireland,Algeria
United Kingdom of Great Britain and Northern Ireland,Angola
United Kingdom of Great Britain and Northern Ireland,Antigua and Barbuda
United Kingdom of Great Britain and Northern Ireland,Argentina
United Kingdom of Great Britain and Northern Ireland,Armenia
United Kingdom of Great Britain and Northern Ireland,Azerbaijan
United Kingdom of Great Britain and Northern Ireland,Bahrain
United Kingdom of Great Britain and Northern Ireland,Bangladesh
United Kingdom of Great Britain and Northern Ireland,Barbados
United Kingdom of Great Britain and Northern Ireland,Belarus
United Kingdom of Great Britain and Northern Ireland,Belize
United Kingdom of Great Britain and Northern Ireland,Benin
United Kingdom of Great Britain and Northern Ireland,Bhutan
United Kingdom of Great Britain and Northern Ireland,Bolivia (Plurinational State of)
United Kingdom of Great Britain and Northern Ireland,Bosnia and Herzegovina
United Kingdom of Great Britain and Northern Ireland,Botswana
United Kingdom of Great Britain and Northern Ireland,Brazil
United Kingdom of Great Britain and Northern Ireland,Bulgaria
United Kingdom of Great Britain and Northern Ireland,Burkina Faso
United Kingdom of Great Britain and Northern Ireland,Burundi
United Kingdom of Great Britain and Northern Ireland,Cameroon
United Kingdom of Great Britain and Northern Ireland,Canada
United Kingdom of Great Britain and Northern Ireland,Central African Republic
United Kingdom of Great Britain and Northern Ireland,Chad
United Kingdom of Great Britain and Northern Ireland,Chile
United Kingdom of Great Britain and Northern Ireland,China
United Kingdom of Great Britain and Northern Ireland,Colombia
United Kingdom of Great Britain and Northern Ireland,Comoros
United Kingdom of Great Britain and Northern Ireland,Congo
United Kingdom of Great Britain and Northern Ireland,Cook Islands
United Kingdom of Great Britain and Northern Ireland,Côte d'Ivoire
United Kingdom of Great Britain and Northern Ireland,Croatia
United Kingdom of Great Britain and Northern Ireland,Cuba
United Kingdom of Great Britain and Northern Ireland,Cyprus
United Kingdom of Great Britain and Northern Ireland,Czech Republic
United Kingdom of Great Britain and Northern Ireland,Democratic People's Republic of Korea
United Kingdom of Great Britain and Northern Ireland,Democratic Republic of the Congo
United Kingdom of Great Britain and Northern Ireland,Djibouti
United Kingdom of Great Britain and Northern Ireland,Dominica
United Kingdom of Great Britain and Northern Ireland,Ecuador
United Kingdom of Great Britain and Northern Ireland,Egypt
United Kingdom of Great Britain and Northern Ireland,El Salvador
United Kingdom of Great Britain and Northern Ireland,Equatorial Guinea
United Kingdom of Great Britain and Northern Ireland,Eritrea
United Kingdom of Great Britain and Northern Ireland,Estonia
United Kingdom of Great Britain and Northern Ireland,Ethiopia
United Kingdom of Great Britain and Northern Ireland,Fiji
United Kingdom of Great Britain and Northern Ireland,France
United Kingdom of Great Britain and Northern Ireland,Gambia
United Kingdom of Great Britain and Northern Ireland,Georgia
United Kingdom of Great Britain and Northern Ireland,Germany
United Kingdom of Great Britain and Northern Ireland,Ghana
United Kingdom of Great Britain and Northern Ireland,Grenada
United Kingdom of Great Britain and Northern Ireland,Guatemala
United Kingdom of Great Britain and Northern Ireland,Guinea
United Kingdom of Great Britain and Northern Ireland,Guinea-Bissau
United Kingdom of Great Britain and Northern Ireland,Guyana
United Kingdom of Great Britain and Northern Ireland,Haiti
United Kingdom of Great Britain and Northern Ireland,Honduras
United Kingdom of Great Britain and Northern Ireland,"Hong Kong SAR, China"
United Kingdom of Great Britain and Northern Ireland,India
United Kingdom of Great Britain and Northern Ireland,Indonesia
United Kingdom of Great Britain and Northern Ireland,Iran (Islamic Republic of)
United Kingdom of Great Britain and Northern Ireland,Iraq
United Kingdom of Great Britain and Northern Ireland,Ireland
United Kingdom of Great Britain and Northern Ireland,Israel
United Kingdom of Great Britain and Northern Ireland,Jamaica
United Kingdom of Great Britain and Northern Ireland,Japan
United Kingdom of Great Britain and Northern Ireland,Jordan
United Kingdom of Great Britain and Northern Ireland,Kazakhstan
United Kingdom of Great Britain and Northern Ireland,Kenya
United Kingdom of Great Britain and Northern Ireland,Kuwait
United Kingdom of Great Britain and Northern Ireland,Kyrgyzstan
United Kingdom of Great Britain and Northern Ireland,Latvia
United Kingdom of Great Britain and Northern Ireland,Lebanon
United Kingdom of Great Britain and Northern Ireland,Lesotho
United Kingdom of Great Britain and Northern Ireland,Liberia
United Kingdom of Great Britain and Northern Ireland,Libya
United Kingdom of Great Britain and Northern Ireland,Lithuania
United Kingdom of Great Britain and Northern Ireland,Malawi
United Kingdom of Great Britain and Northern Ireland,Malaysia
United Kingdom of Great Britain and Northern Ireland,Maldives
United Kingdom of Great Britain and Northern Ireland,Mali
United Kingdom of Great Britain and Northern Ireland,Mauritania
United Kingdom of Great Britain and Northern Ireland,Mauritius
United Kingdom of Great Britain and Northern Ireland,Mexico
United Kingdom of Great Britain and Northern Ireland,Mongolia
United Kingdom of Great Britain and Northern Ireland,Morocco
United Kingdom of Great Britain and Northern Ireland,Mozambique
United Kingdom of Great Britain and Northern Ireland,Myanmar
United Kingdom of Great Britain and Northern Ireland,Namibia
United Kingdom of Great Britain and Northern Ireland,Nepal
United Kingdom of Great Britain and Northern Ireland,Nicaragua
United Kingdom of Great Britain and Northern Ireland,Niger
United Kingdom of Great Britain and Northern Ireland,Nigeria
United Kingdom of Great Britain and Northern Ireland,Oman
United Kingdom of Great Britain and Northern Ireland,Pakistan
United Kingdom of Great Britain and Northern Ireland,Palestinian
United Kingdom of Great Britain and Northern Ireland,Panama
United Kingdom of Great Britain and Northern Ireland,Peru
United Kingdom of Great Britain and Northern Ireland,Philippines
United Kingdom of Great Britain and Northern Ireland,Poland
United Kingdom of Great Britain and Northern Ireland,Qatar
